orgNumber,name,website
924924594,"LT PROSJEKT AS","www.huginprosjekt.no"
924925485,"REVWELL AS","www.revwell.no"
924922184,"LINDBERG REGNSKAP AS","www.lindberg-regnskap.no"
924923180,"PROXO REGNSKAP AS","www.proxo.no"
924929839,"PTSYNNE - SYNNØVE TRANDEM","ptsynne.myforever.no"
924929979,"SKEDSMOGATA 15 AS","www.obf.no"
924926252,"VIERLIVE AS","vier.live"
924926538,"NEARBY AS","www.nearby.gg"
924930950,"JOBBHJELP1 V/JONAS BECH MARTINSEN","jobbhjelp1.no"
924931434,"LOGISTEA HAVNEGATA 16 AS","www.logistea.no"
924926759,"UTLEIEMEGLER SØR AS","www.utleiemeglersor.no"
924931671,"AS SÆVAREID FISKEANLEGG","www.sevareid.no"
924932023,"INHINT BENT HARALD HANSEN","inhint.com"
924927399,"SKAR BYGG & EIENDOM AS","www.skar-bygg-og-eiendom.no"
924937149,"EKTE THAIMAT KURS OG TAKEAWAY JANTHAGUL","www.ektethai.no"
924939095,"BDHUSET DA","www.bdhuset.no"
924939192,"KO81 CHRISTIAN FEILERT","ko81.no"
924934093,"STEINDE ENVIRONMENTAL AS","www.steinde.com"
924941707,"HAMMERSMARK MASKIN","Hammersmarkmaskin.no"
924944374,"LØDINGEN ELEKTRO AS","www.lodel.no"
924939958,"OTTA MOTORFESTIVAL","www.ottamotorfestival.no"
924949546,"ZEN AS","www.zenoceans.com"
924949341,"CURATED BRANDS AS","www.goodnotes.no"
924951249,"ROYAL CROWN AS","www.royalcrown.no"
924951192,"DIGITAL PARTNER AS","digitalpartner.no"
924951516,"KS PRIVATIST AS","ksprivatist.no"
924952210,"HR SYSTEMER AS","www.hr-systemer.no"
924952709,"DRU YOGA NORGE AS","druyoga.no"
924945575,"FAV AS","www.fjermestadarbeidsvarsling.no"
924958030,"WINTRY TECH AS","wintrytech.com"
924958421,"LOGISTEA SENJA AS","www.logistea.no"
924959134,"VANNKUNSTEN EIERSEKSJONSSAMEIE","www.usbl.no"
924959398,"TELCO FABRIKKER AS","www.telco.no"
924960442,"WIKA MUSIKKFORLAG INNGÅR I DØDSBO","wikamusikk.no"
924961155,"EIERSEKSJONSSAMEIET FÝRI HEMSEDAL","www.usbl.no"
924955562,"SAMEIET NYGÅRDSVEIEN 1-7","www.usbl.no"
924962941,"SIST RENT AS","www.jernbanemateriell.no"
924964006,"VEKSTSKAPEREN AS","www.vekstskaperen.no"
924969598,"MARIMETRICS AS","www.marimetrics.no"
924971339,"VISÉE AS","www.visee.no"
924972300,"THON STORO AS","www.thon.no"
924974737,"SVIDALS MINIBUSSER OG TURBILSERVICE AS","www.svidal.no"
924976462,"CLIPPER BULK A/S","www.clipper-group.com"
924984295,"KRUX AS","www.krux.no"
924984805,"VANTASTIC AS","www.konsulent-nord.no"
924980729,"HUBEX AS","www.hubex.no"
924985429,"ØKSFJORD LAKSEINDUSTRI AS","www.royalgreenland.com"
924989769,"SCANDIRENS AS","www.scandirens.no"
924990112,"FIJOY GAMES AS","www.fijoygames.no"
924993464,"FOSEN TRAFIKKSKOLE AS","www.fosen-trafikkskole.no"
924986581,"BYGAARDEN BORETTSLAG","www.vestbo.no"
925002291,"DALSWEB.NO KENNETH WAGNER DALSEG","www.dalsweb.no"
925003115,"SAMEIET SVANEVIKSVEIEN 55-61","www.vestbo.no"
925004472,"BRANDSPACE AS","brandspace.no"
925006173,"LOFOTENADVENTURES ABDALRHMAN MOHAMMAD AHMAD","Lofotenadventures"
925009431,"FORBREGD TECHNOLOGIES","www.fortech.no"
925009997,"PRODERMA SCANDINAVIA AS","www.proderma.no"
925011126,"SMART GRID SERVICES SA","www.smartgridservices.no"
925011010,"DILEVKA MANAGEMENT AS","www.dmtransport.no"
925010456,"RADEM AS","www.radem.no"
925007587,"JESSHEIM BOLIGTUN","www.bori.no"
925012254,"FORSBAKK GÅRD MASKIN AS","www.forsbakk.no"
925009814,"M SKOGEN","www.skogenparkettsliperi.no"
925017809,"RK NETT AS","www.rauland-nett.no/"
925018627,"GANGMARK MEDIC RESCUE","www.medicrescue.no"
925020567,"VENTILO AS","www.ventilo.no"
925018422,"BOLME CLOTHING","www.boclothing.no"
925021520,"ADVOKATFIRMAET LÆRUM AS","advokatlaerum.no"
925017515,"RAULAND KRAFT AS","www.rauland-kraft.no"
925022853,"STENSHOEL SAMEIE","www.usbl.no"
925022942,"SKOLEMESTERTUNET BOLIGSAMEIE","www.usbl.no"
925025291,"MUNTHE SOLUTIONS AS","www.munthesolutions.no"
925028231,"MAGMA FASHION AS","www.magmafashion.no"
925027979,"TIDVIS FORMIDLING AS","www.tidvis.no"
925028363,"TRIPLEINSPIRE AS","www.tripleinspire.com"
925026565,"TRUZZT NORDIC AS","www.truzzt.com"
925024414,"OKAM AS","www.okam.no"
925024430,"GRITERA ADVISORY AS","www.gritera.com"
925033197,"SJØGATA 50 AS","www.nyhamn.no"
925037141,"AS KARMA","www.haugalandmuseene.no"
925039861,"SVILUPPO AB","www.sviluppo.se"
925040916,"KRISTENSEN GOLD REMIX","Snirkeline.myshopify.com"
925038849,"ASPIRE CORE AASGAARD","www.aspirecore.no"
925041777,"EIR BARNEVERN AS","www.eirbarnevern.no"
925041939,"BIRKELUND CAMPING AS","www.birkelund-camping.com"
925043818,"BOOZT FASHION NORGE AB","www.booztfashion.com"
925039322,"TEKSTALLMENNINGEN AS","www.tekstallmenningen.no"
925044229,"HEAD ENERGY UP AS","www.headenergy.no"
925044474,"ITALIA PARTNER AS","www.iroma.no"
925047686,"BODØ2024 IKS","bodo2024.no"
925050784,"FOSSHAGEN","www.fosshagen.com"
925051284,"NESTHOOD NORGE AS","nesthood.no"
925053147,"HONE AS","skalerdigitalt.no"
925054267,"BIOFLAME AS","bioflame.no"
925058289,"MEDIAHUB AS","mediahubpartners.no"
925058440,"BALANCE IN LIFE SCANDINAVIA AS","www.balancescandinavia.no"
925058858,"BERRE ELEKTRO AS","berreel.no"
925059951,"YASFASHION YASMIN ABDI DAHIR","Yasfashion"
925061042,"FQ ENTERPRISES AS","www.layn.no"
925064270,"PURE ELISABETH AS","pureelisabeth.no"
925063282,"NORWEGIAN HERRING QUEEN AS","www.sildakongen.no"
925067326,"HYZER SPORT AS","hyzersport.no"
925071781,"NO.8 PROJECTS & MANAGEMENT AB","www.number8.se"
925073423,"EPI AS","www.epiport.org"
925072885,"YRKESBEKLEDNING AS","yrkesbekledning.no"
925069493,"REKKVERKSYSTEMER AS","rekkverksystemer.no"
925080845,"SKY BYGG AS","www.skyfacility.no"
925077402,"TEGNEBUA JAKOB BJØNDAL","www.tegnebua.no"
925082694,"URSULA BJERCKE COACHING AND CONSULTING","www.hr4you.no"
925086711,"QUALITECH ENGINEERING AS","www.qualitech.no"
925084875,"STRØMMETEATERET SA","www.strommeteateret.com"
925087882,"YAK & YETI AS","www.orderfood.no"
925088013,"HERMSTAD AS","www.hermstad-as.no"
925093068,"LOGOPED HILDE ROKSØY","www.logoped.no"
925093718,"INVESTINOR DIREKTE AS","www.investinor.no"
925093726,"INVESTINOR INDIREKTE I AS","www.investinor.no"
925093742,"INVESTINOR INDIREKTE II AS","www.investinor.no"
925095311,"LILLESTRØMTOPPEN 3 BOLIGSAMEIE","www.bori.no"
925095338,"OKONAERING.NO RACHID RAHMATI MERSNI","okonaering.no"
925095591,"PREMED AS","www.minmedia.no"
925096490,"ISAAC HEGNA MANNING","www.kolbeinskogen.no/"
925092924,"MOMEK INVEST AS","www.momek.no"
925100226,"FINSTADBRU EIENDOM AS","www.trolleiendom.no"
925106100,"CH STUDIO AS","www.creativeheads.no"
925108707,"THON GJENBRUK AS","www.thon.no"
925107492,"RSM NORGE KOMPETANSE AS","rsmnorge.no"
925110671,"TELEMARK ENERGI AS","tenergi.no"
925112038,"ROTVOLL KUNSTNERKOLLEKTIV SA","rotvollkunst.no/"
925112763,"SAMEIET BERGBAKKEN","www.usbl.no"
925114898,"PLUS PACK AS","www.pluspack.com"
925115770,"GANT STORE BOGSTADVEIEN AS","www.gant.no"
925115789,"SOLHEIMSTUNET BOLIGSAMEIE 2","www.usbl.no"
925114510,"AS SKAN-KONTROLL","skan-kontroll.no"
925117528,"FANDLA BYGG AS","fandlabygg.no"
925118117,"NEMUS LARVIK AS","www.nemus.no"
925118524,"ASIAMARK AS","asiamark.no"
925118656,"FLYTAXI AS","www.flytaxi.as"
925119482,"SKJELSETH BILPLEIE","blankbilpleie.no"
925120103,"SPECTRE ASSETS AS","www.spectre.no"
925118753,"OCEAN TRIBUTE LIMITED","www.oceantribute.com"
925121029,"GRØNNMAT AS","www.gronnmat.com"
925121819,"SAFE AIR DIVING NUF","www.safeairdiving.com"
925123110,"PACKOORANG AS","www.packoorang.com"
925128554,"INSULIFE AS","www.insulife.com"
925128945,"JEM HALL COACHING AS","jemhall.com"
925130931,"VOGL AS","www.vogl.com"
925133124,"TMC NORDIC AS","www.tmcnordic.com"
925135151,"JM SERVICES AS","www.jmservices.no"
925135259,"INTER GRUPPEN AS","www.intergruppen.no"
925137065,"STORGATA 6 MOSS SAMEIE","www.vbbl.no"
925139076,"PRESENTATIONTOOLS AS","www.presentationtools.com"
925140074,"EL-TJENESTE AS","www.el-tjeneste.no"
925141283,"GJENBRUKSHJERTE AS","www.gjenbrukshjerte.no"
925142077,"VEST TRAFIKKSKULE FARUK EKIP","Vesttrafikkskule.no"
925143766,"HIDROMONT INDUSTRIJSKA MONTAZA D.O.O.","www.hidromontgroup.com"
925144770,"NJÅLS DESIGN KRISTENSEN","njalsdesign.com"
925145033,"SYNX AS","www.synxhive.com"
925145238,"RADONRÅDGIVNING AS","www.radonradgivning.no"
925145505,"OBLIQUE INSTITUTE AS","www.obliqueinstitute.net"
925145688,"YELLO INDUSTRIES AS","www.yelloindustries.com"
925145645,"UTVENDIG RENHOLD AS","utvendigrenhold.no"
925147974,"B. REINHARDT HOLDING AS","www.engx.ai"
925148911,"IMPLEA CONSULTING AS","www.implea.no"
925149292,"MITT NORSKE AS","www.mittnorske.no"
925149535,"ARTWRAPS AS","artwraps.no"
925149985,"PETRUS VETERINÆRER AS","www.petrus.no"
925147613,"ENIQUE AS","enique.no"
925151696,"HUGTA AS","www.hugta.no"
925151904,"PIXA AS","pixa.no"
925151564,"5-PLUSS AS","www.5-Pluss.no"
925151777,"INTEGRERA AS","integrera.no"
925156760,"THESS HÅRDESIGN AS","www.thess.no"
925158046,"UTELUKSUS AS","www.uteluksus.no"
925159506,"NORDIC INTERIOR PARTNER AS","nordicinteriorpartner.com"
925159867,"NORTEK SOLUTIONS AS","nortekservices.no"
925157791,"VIKEN ABBE ABDULLAHI GUREYE","Vikenservice.com"
925157201,"ILIAS KOUSIS YOGA","www.iliaskousis.com"
925160261,"VISERE AS","visere.no"
925160601,"AVONOVA SOLUTIONS AS","www.avonova.no"
925160288,"EINARSEN TAKFORNYING AS","etak.no"
925160296,"ETEREN AS","eteren.no"
925166421,"PÅ TRÆNA KAFFEKOLLEKTIV","www.tenktraena.no/kaffekollektiv"
925170984,"TA TAKST OG EIENDOM AS","www.tatakst.no"
925172405,"BRÅTEN ECOMMERCE","www.timsdataservice.no"
925171875,"STRAIGHT LINE CONSULTING LIMITED","www.straightlineconsulting.co.uk"
925173355,"START TRAFIKKSKOLE AS","start-trafikkskole.no"
925173509,"VETERINÆR WOLLMANN","www.facebook.com/veterinarwollmann"
925172855,"MS3 PSYKOLOGISK RÅDGIVNING MYHRVOLD","ms3.no"
925172839,"BUNADSKULEN AS","bunadskulen.no"
925173924,"POWAFA AS","www.powafa.com"
925174017,"ELECTRIC FARM AS","electricfarm.no"
925176923,"CAELIA AS","caelia.no"
925177016,"INGVILD BORGEN HÅRSTYLIST","chihair.no"
925176710,"EDITION POLARIS AS","editionpolaris.no"
925177687,"GP DIGITAL AS","www.gpdigital.no"
925176869,"WEEKND AS","weeknd.no"
925178322,"NESTHOOD VESTFOLD AS","www.nesthood.no"
925174386,"BASELINE AS","www.baseline.no"
925174475,"NORMORIA EIENDOM AS","www.normoria.no"
925179477,"KAYA CARRETTA HERLOFSEN","www.kayacarretta.com"
925182060,"FTE LOCATIONS NORGE AS","ftelocations.com"
925182443,"NASIR PUBLISHING AS","www.forlagetnasir.no"
925178675,"MASKINAGENTEN AS","www.maskinagenten.no"
925178640,"KÂOS CLOTHING DAL","kaos.store"
925184152,"TØYEN FIL OG KLAFFERI DA","toyenfilogklafferi.no/"
925185957,"TOM BARKEN AGENTURER","www.tom-barken-agenturer.com"
925188360,"STEFANOVICZ","www.mihaly-laszlo.com"
925184179,"SKOPE MEDICAL NORWAY AS","skopemedical.no"
925189685,"HSS VARELAGER ARNE HEGGØ","Sykkelservice.net"
925185515,"GNISTEN BOLIGSAMEIE","www.bori.no"
925190470,"DANLINE INNOVATION A/S","www.danline.dk"
925192791,"DR PÅL ROCHETTE AS","drrochette.no"
925191558,"DELORES YATTA GOLL","www.dqueensstore.com"
925193623,"VESTLAND VILLASERVICE AS","www.vestlandvillaservice.no"
925194719,"RENT VANN AS","www.rent-vann.no"
925198242,"SAFE AIR DIVING A/S","www.safeairdiving.com"
925198684,"STIFTELSEN MOT GLOBAL","www.mot.global"
925199486,"KOMENT INORD AS","www.koment.no"
925201049,"SIDDIS GELATO AS","www.siddisgelatostavanger.com"
925199281,"UTILIS CONSULTING AS","www.utilisconsulting.no"
925199974,"AMF AS","www.asianstreetfood.no"
925205893,"SAMEIET SNIPETORPLIA","www.skien.bbl.no"
925208531,"KVIST SOLUTIONS AS","kvistsolutions.com"
925209171,"FUNCOM SE","www.funcom.com"
925209929,"SAMEIET ASKEVEIEN 10","www.askeveien.no"
925206776,"ALGENA AS","www.algena.no"
925215724,"VIA VENDI AS","www.viavendi.no"
925216046,"TORVMYRA 3","www.vestbo.no"
925216623,"CROSSBORDER AS","www.crossborder.global"
925218324,"TILT WORK AS","www.tilt.work"
925219231,"VINNIES MANOCHEHRI","www.vinnies.no"
925225312,"BYGGTEK NORD AS","www.byggteknord.no"
925225924,"SØRLIE LANA BOTANICA","www.lanabotanica.no"
925228125,"DIN-VESKE AS","din-veske.no"
925231142,"ANGR AS","www.angr.no"
925232742,"ONLINEDIALOG AS","www.onlinedialog.no"
925233420,"BOLIGEN VÅR AS","boligenvar.no"
925230251,"PC-STØTTE AS","www.pc-stotte.no"
925237663,"BILDOKTOREN AS","www.bildoktoren.no"
925238058,"LINERLA AS","linerla.no"
925238783,"SAND TRAFIKKSKOLE AS","www.sandtrafikkskole.no"
925237671,"SPAREBANKSTIFTELSEN 68 GRADER NORD OFOTEN","www.ofotstiftelsen.no"
925240656,"LÅS OG KONTROLLSERVICE AS","www.loks.no"
925237434,"AVEVA DESIGN AB","www.avevadesign.se"
925246611,"MARKANT ENERGY NORGE AS","www.markantenergy.no"
925246824,"SUB 5 AS","www.subway.no"
925243361,"SERVICE PUNKT AS","www.servicepunkt.no"
925247588,"EFTIR AS","www.eftir.no"
925246298,"FROSTERØD HOLDING AS","www.takstmannen.no"
925248738,"GLAMPING NORGE AS","www.glampingnorge.no"
925242977,"MJØSA VENTILASJON AS","www.mjosaventilasjon.no"
925252190,"BHS BOLIG AS","www.byggoghytte.no"
925255386,"DRIVSTOFFAPPEN AS","Drivstoffappen.no"
925251313,"MARBIO AS","marbio.no"
925257125,"OSLO FAMILY OFFICE AS","oslofamilyoffice.com"
925252107,"AUTOR AS","www.autor.no"
925257761,"SAMEIET STORMAST","www.vestbo.no"
925257559,"GOSTORE ALFSEN","gostore.no"
925260665,"SUB 6 AS","www.subway.no"
925260797,"SUB 7 AS","www.subway.no"
925261890,"ACTERIO AS","www.enablemagic.com"
925262951,"BYRAMPEN EIENDOM AS","byrampeneiendom.no"
925262765,"FROST PROSJEKT AS","www.frost.no"
925263516,"NJORD SYSTEMS AS","www.njordaqua.no"
925265039,"ISHOP AS","ishop.no"
925266825,"KLASSISKE OPEL DELER ANS","www.klassisk-opel.no"
925265675,"EUROPEAN MONTESSORI COLLEGE LIMITED","www.waterparktraining.com"
925270210,"TSS NORWAY AS","www.tubacex.com"
925267910,"ZEBOP AS","www.bluethink.io"
925272647,"ISOLA SOLAR AS","www.isolasolar.no"
925273597,"ESTATEMENT AS","www.estatement.no"
925273104,"NORTH INDUSTRI AS","www.northstore.no"
925279013,"ATH DESIGN AB","www.ath-design.se"
925282146,"SENSIO MIDCO AS","sensio.io"
925283266,"PLANTEMANGFALD AS","plantemangfald.no"
925284580,"VIKEN KJØLESERVICE PER-EMIL HELLGREN","vikenks.no"
925281514,"ATELIER PARTICULAR AS","www.particular.no"
925280836,"FOCUS DENTAL AS","www.focusdental.no"
925281573,"MOBILE AUTO VESTFOLD AS","mobile.no"
925281859,"SPELLO AS","spello.no"
925288055,"MAXSPAR NORGE AS","maxspar.no"
925291366,"THORNQUIST EVENT & UTLEIE","thornquistevent.no"
925294152,"THE VISIONARY COMPANY AS","thevisionarycompanies.com"
925295264,"HG STUBBERUD AS","www.mobellaven.no"
925295728,"SAMEIET OLAF RYES GATE 67","www.skien.bbl.no"
925297720,"MEYER DESIGN","klikkdesign.no"
925293687,"JELPR AS","www.jelpr.no"
925298905,"FIRM STEFAN JELINEK","www.stmaje.no"
925301116,"THEA BRØNLUND PICTURES","www.theabronlund.com"
925305804,"CANAL BOATS TELEMARK AS","www.canalboats.no"
925303151,"SAMEIET SKAFJELLGRENDA PARKERINGSKJELLER","vibbo.no/skafjellgrendaparkering"
925313696,"NILS THOMAS TAKIYA","takiyacraft.com"
925319465,"ANNE MARTE N. SANDNES","www.undervisningsmetoder.com"
925321249,"LOMNES CONSULTING AS","lomnes.no"
925321109,"KLOKT AS","www.klokt.no"
925321141,"DESINTRYGG AS","www.desintrygg.no"
925321494,"JP ENTREPRENØR AS","jpentreprenor.no"
925315915,"VINGER TREVARE AS","www.vingertrevare.no"
925317381,"VILLA HEGGELI - TRUDE UDNÆS","www.VillaHeggeli.no"
925325945,"SAMEIET KVITPLASSEN","www.usbl.no"
925328375,"IQC ENGINEERING AB","www.iqcengineering.com"
925327875,"PRH CONSULTING AS","prhconsulting.no"
925328715,"KILTER AS","www.kiltersystems.com"
925329630,"VBG AUTO AS","www.vbgauto.no"
925327581,"MICAS DESIGN & TRYKK AS","www.micasdesign.no"
925330698,"G-MILJØ AS","www.gmiljo.no"
925331341,"NORMORIA AS","WWW.NORMORIA.NO"
925331384,"SPESIALISTLEGE AS","www.spesialistlege.no"
925324809,"EKRHEIM TRE OG KONSTRUKSJON AS","etok.no"
925333301,"AMTMAND AALLS GATE 39 C BORETTSLAG","www.skien.bbl.no"
925336289,"IRIS FOT OG HELSE AS","www.irisfotsoneoghypnoterapi.com/om-iris-holmenes/"
925336556,"DIRI AS","diri.ai"
925336378,"BJØRNHOLTHAGAN AS","www.oie-e.no"
925336785,"THE WE EFFECT AS","www.vi-klinikken.no"
925335088,"DENTANET APS","www.dentanet.dk"
925338052,"ELEMENTSPORT AS","elementsport.no"
925340715,"YANTRAKAR AS","www.yantrakar.com"
925342971,"DØLAKJØTT AS","www.dolakjott.no"
925343684,"PURE YOGA - IRENE LAUKLI","www.purehotyoga.no"
925345369,"INSIDE CREATIVE AS","www.insidecreative.com"
925349607,"TYRHOLM & FARSTAD AS","www.tyrholm.no"
925345636,"VIKEN DATA TOMASZ CHABROS","www.vikendata.com"
925345679,"NICEDESIGN BRÅTHE","www.nicedesign.no"
925355550,"OMA VIN AS","omavin.no"
925354813,"STRAUMEN NETT AS","www.straumen-nett.no"
925357065,"MASONITE BEAMS AS","www.byggma.no"
925350605,"KLASSEKAMPEN AS","www.klassekampen.no"
925359335,"SAMEIET SPANNATOPPEN 2-16","www.vestbo.no"
925360384,"OSLO STREAMINGSENTER AS","www.oslostreamingsenter.no"
925361380,"LØKENVEIEN 101 BRL","ragde.no"
925358916,"RENTALY AS","rentaly.no"
925360252,"GRØNN-EL.NO AS","grønn-el.no"
925364878,"WATSON-MARLOW NORGE AS","www.watson-marlow.no"
925367869,"NANOTECH SOLUTIONS NORWAY AS","www.nanotech-solutions.com"
925369373,"SPES. IDRETTSFYSIOTERAPEUT PETTER NØTNES AS","www.eckfos.no"
925366463,"SAMEIET ASPELUNDTUNET","www.usbl.no"
925366552,"TYMOR MARINE LTD","www.tymor-marine.com"
925365475,"TOLKACHI LTD","www.tolkachi.com"
925371815,"JFK EYEWEAR AS","jfkeyewear.com"
925371165,"SKYTTA TERRASSE SAMEIE","www.usbl.no"
925374105,"SAMEIET EKEBERG PARK 1","vibbo.no/ekeberg-park-1"
925372811,"RIKTIG SPOR BODØ AS","www.riktigspor.no"
925374180,"BELOWI CAPITAL AS","www.belowi.no"
925372897,"INSPIRIT TATTOO AS","www.inspirittattoo.no"
925378216,"GRANHAUGKROKEN 2 BOLIGSAMEIE","www.usbl.no"
925378666,"MOTIONTECH AS","www.motiontech.no"
925379093,"LETTLEID AS","www.lettleid.no"
925377686,"PTECH SERVICE AS","p-tech.no"
925378623,"EIERSEKSJONSSAMEIET STORHAUGEN TROMSØ","www.agioforvaltning.no"
925383082,"LOCALMARKET GROUP AS","www.localmarket.group"
925385018,"MERGE AS","www.goggles.no"
925385646,"HAALAND GLASS OG FASADE AS","Haaland.no"
925386022,"MATERIA AS","www.materia.no"
925388149,"RØYSET IMPORT","Lightitup.no"
925393592,"TESFAY KIDANE","www.erisenter.com"
925395412,"MEDBROEN GÅRDSBARNEHAGE AS","www.medbroen.no"
925396052,"KJØKKENFORNYEREN ØSTFOLD - JØRGEN KRISTIANSEN","www.kjokkenfornyeren-ostfold.no"
925395498,"FJORDBYEN INNKVARTERING AS","fjordbyeninnkvartering.no"
925394459,"SKJERVA BORETTSLAG","WWW.NOBL.NO"
925401641,"ALCATEL SUBMARINE NETWORKS MARINE","www.asn.com"
925401692,"ARCTIC GROUSE AS","www.arcticgrouse.com"
925401277,"VAKT 24 AS","www.vakt24.no"
925408735,"NORDLAND TURSELSKAP AS","www.nordlandturselskap.no"
925410020,"SKILLBERRY AS","www.kledli.no"
925414506,"FONVIG GROUP","www.fonvig-group.com"
925416282,"UAB ELICS ENGINEERING","www.elicsengineering.som"
925415677,"AUKSJONSKAMMERET AS","naella.no"
925419664,"CIC OPERATIONS TRONDHEIM AIRPORT AS","www.cichospitality.com"
925423793,"GYLVER MEDIA","noahgylver.com"
925419370,"SAFE-ESCAPE SYSTEM AS","www.safeescape.no"
925424757,"MAGIC MOMENTS AS","www.magicmoments.no"
925427136,"FIBERKONSULTEN I SKARABORG AB","www.fiberkonsulten.se"
925427284,"LAAKNOR IT AS","www.laaknor.no"
925425168,"THE REBELS DA","therebelsmusic.com"
925426687,"KUNDENSBESTE AS","www.kundensbeste.no"
925430587,"AARDALSBAKKE AS","www.aardalsbakke.as"
925439703,"FLYT RØR AS","www.flytror.no/"
925441708,"BOSKALIS OFFSHORE MARINE SERVICES B.V.","wwwboskalis.com"
925446629,"HABIBI KOLONIAL AS","www.habibikolonial.no"
925443875,"ARLENE B. BAYOT","www.chefarlene.com"
925447935,"HFR TRAILER NORGE AS","hfr-trailer.dk"
925441376,"WALTERS FILM AS","waltersfilm.com"
925460249,"ABSOLUTT AS","www.absolutt-bemanning.no"
925460478,"FLAGG SIKKERHET AS","www.norskvaktservice.no"
925470791,"GUDBRANDSDAL FISK AS","www.driva-aquaculture.com"
925471313,"WOLFORD SCANDINAVIA NORWAY NUF","www.wolfordshop.com"
925471844,"GJØKEN GJØKEN AS","www.instagram.com/gjoken.gjoken"
925475467,"SD SHOW BAR BUROV","sweetdreamsshowbar.no"
925476471,"EXOLIFE VR AS","www.exolifevr.com"
925474274,"ATAGIRL STUDIOS AS","atagirlstudios.com"
925474746,"TIME2DISCOVER AS","www.time2discover.no"
925480150,"TROFÉ HOLDING AS","www.trofe.no"
925480959,"JOLLY GOOD TIMES SAILING AS","www.jollygoodtimessailing.com"
925490008,"SWITCHIT AS","www.switchit.no"
925496138,"THORDEN AS","www.thorden.no"
925500925,"DEEP SEA DRILLING COMPANY AS","www.odfjelldrilling.com"
925497703,"BADECONSULT DAVID KOHT-NORBYE","www.badeconsult.no"
925500976,"FLISSUNDET MOTORSERVICE AS","www.flissundet.no"
925496480,"ANLEGGSDATA ØST AS","www.anleggsdata.no"
925496871,"VEFT - C. M. FEKJAN","www.veft.no"
925504378,"POXI AS","poxi.page"
925503215,"VASSER AS","www.vasser.no"
925503037,"OSLO EIENDOMSSERVICE AS","www.osloeiendomsservice.no"
925506508,"FRYSJAPARKEN FELT B NÆRING AS","ragde.no"
925503525,"FILMREDERIET AS","www.filmrederiet.no"
925511099,"KIFLE ALIMENTARI & INVESTMENT GROUP NORDIC (KALINGNORDIC)","www.kalingnordic.com"
925511544,"X BRANDS AS","wearestoix.com"
925509620,"ADRASTIA HAIR & BEAUTY AS","www.adrastia.no"
925512605,"CONSTRUCTION CITY UTLEIE AS","constructioncity.no"
925513105,"LUMISAFE AS","www.lumisafe.no"
925514578,"ELKEM SILICON PRODUCT DEVELOPMENT AS","www.elkem.no"
925514608,"BANKRUPT AS","bankrupt.no"
925517690,"TØMRER MØRK","tømrermørk.no"
925518824,"EMILIE MALNES VANVIDD","www.emiliemalnes.com"
925514527,"FJELLSTAD HOLT GUIDING","www.instagram.com/helgafh"
925514721,"ELKEM DIGITAL OFFICE AS","www.elkem.no"
925530174,"EIK MANAGEMENT AS","www.eikmanagement.no"
925530794,"SCOPE CREATIVES AS","www.scopecreatives.com"
925531367,"NYDALEN GROUP AS","www.nydalengroup.com"
925532452,"HENNIES HUS AS","www.hennieshus.no"
925532983,"MHS ARKITEKTUR & DESIGN AS","www.MHS-Arkitekt.no"
925535745,"GREENPOOL AS","www.greenpool.no"
925535451,"KS COAST CENTER BASE","www.ccb.no"
925536717,"OMNIGYM NORGE AS","omnigymnorge.no"
925539023,"Brimer Saldus SIA","www.norplast.lv"
925547832,"MB TBD 3 AS","www.merkantilbygg.no"
925548138,"CHANGELEADER NABAGGALA","www.changeleader.no"
925545872,"VEST-TELEMARK BLAD AS","www.vtb.no"
925547727,"ELVEPARKEN SÆTRE BORETTSLAG","www.nbbo.no"
925548804,"SYNEGA AS","www.synega.com"
925549282,"WORLD IN RED AS","worldinred.com"
925549398,"TTE-GROUP AS","www.tte-group.com"
925549738,"FØRE AS","foere.net"
925552453,"MEDIBONT AS","www.medibont.com"
925553840,"GRUVEN DIGITAL AS","www.gruven.io"
925553913,"KOMPETANSEUTLEIE AS","smartesider.no"
925554553,"ADVOKATFIRMAET SELAND I RÖDL & PARTNER AS","www.seland-roedl.no"
925554618,"WEBIUM AS","webium.no"
925554723,"SOMNIUM ANIMATION STUDIOS AS","www.somniumanimation.com"
925551902,"PAHUMA GROUP AS","www.pahuma.no"
925551457,"VVS OG KLIMA AS","Vvsogklima.no"
925556203,"FAUNA EKSPERIMENTET AS","www.faunaeksperimentet.no"
925558915,"YARI AS","yari.no"
925559121,"CAMILLA BRINGSLID AS","www.camillabringslid.no"
925558958,"REDO SERVICE AS","www.redogroup.no"
925559172,"NORDHEIM DIGITAL AS","www.nordheim.digital"
925559385,"SONJAS HAGE BOLIGSAMEIE","www.usbl.no"
925556572,"DURA-LINE NORWAY AS","www.duraline-europe.com/en/"
925559784,"FARGEFILM HOLDING AS","www.yourheadway.no"
925558745,"INTEGRATED WIND SOLUTIONS ASA","www.integratedwind.com"
925560170,"HELDAG AS","www.heldag.no"
925560049,"GULLBERG & BOSTADLØKKEN AS","gullbergbostadlokken.com"
925562351,"ADVANCED LYD & LYS DA","advancedlydlys.no/"
925566683,"NATURALBEAUTY AS","www.naturalbeauty.no"
925566977,"BYGG DIGITALT AS","byggdigitalt.no"
925570818,"ARAGSAN PHOTOGRAPHY AV SALMA WARSAME","www.aragsanphotography.com"
925570877,"BONLIVA AS","www.bonliva.no"
